user,date,text,latitude,longitude;
"copy7t,Sat Aug 10 05:17:54 +0000 2019,""b""""This has been dumped on the pavement at  Great Scotland Yard in London for at least two weeks... It's not cool. @ G? https://t.co/PTm7ez5VwP"""""",51.5064,-0.1256";
matt_berthot,Sat Aug 10 05:12:57 +0000 2019,b'2890! Post day 32 phase 1 #livehard. \n\nToday is the day. We present at the 9th World Estill Symposium. \n\n16:30 ? Tr? https://t.co/tmfwWOcTQT',51.50711486,-0.12731805;
ValeeMusic,Sat Aug 10 05:11:38 +0000 2019,b'My latest Single ?Dolla? Now available for preorder! ?Out in all stores - ?? ?????? ???? Link is in my bio. ??\nProd? https://t.co/PLs9ZcLR3h',51.50711486,-0.12731805;
"ateamshoeshop,Sat Aug 10 05:11:29 +0000 2019,""b'14:54 GMT arrival @StPancrasInt Welcome to England ?? Planes, Trains &amp";" Automobile?s (Uber really) is the new? https://t.co/VybHdWKEgs'"",51.50711486,-0.12731805"
"TheDannRichards,Sat Aug 10 05:10:17 +0000 2019,""b'Good morning, G?day, Bonjour &amp";" Buenos d?as ? \n.\n.\nIn a world where perfection is encouraged focus on your imperfect? https://t.co/U4lDRcrKVb'"",51.50711486,-0.12731805"
"Obenbecity,Sat Aug 10 04:55:00 +0000 2019,""b'Be you, be honest, be positive, be careful, be motivated, be helpful, be yourself, be energised, be humble, be grat? https://t.co/E3dWLfPNH9'"",51.50711486,-0.12731805";
Obenbecity,Sat Aug 10 04:54:41 +0000 2019,b'When a song never dies\nMadu @iamkissdaniel  Vado da great ???\n#picoftheday #instagood #video  #instadaily? https://t.co/DiB2y9CThi',51.50711486,-0.12731805;
"soltempore,Sat Aug 10 04:37:03 +0000 2019,""b'Good morning, London! :) #Sunrise 05:37, noon 13:06, sunset 20:34 BST (UTC+1), August 10. Day length: 14h 56m.'"",51.5001,-0.1263";
"TravelingCicero,Sat Aug 10 04:33:19 +0000 2019,""b'Do you remember the night before air conditioning? The noise of the fan? The light, soft sheets waving as the fan o? https://t.co/VNCRbDKgI9'"",51.50711486,-0.12731805";
"KenSinghN1,Sat Aug 10 04:12:00 +0000 2019,""b'TODAY I FINALLY HAD THE CHANCE TO LISTEN TO """"CARTE BLANCHE""""  the 2nd ALBUM OF djsnake \n? SUMMER FUEGO ?\nReposted fr? https://t.co/HoHt4Tl0Vn'"",51.50711486,-0.12731805";
harrytakar,Sat Aug 10 04:04:19 +0000 2019,b'build your confidence. #confidence #trust #success #successquotes #motivation #motivationalquotes #fitness? https://t.co/KYkzRSSXNw',51.50711486,-0.12731805;
"enzodimaio,Sat Aug 10 03:41:33 +0000 2019,""b'https://t.co/sRmSIESIOG Shivax G for #Candida #Yeast Method Dr Enzo Di Maio MD @ London, United Kingdom https://t.co/fUOO8pOnbf'"",51.50711486,-0.12731805";
"jwlanejl,Sat Aug 10 03:29:27 +0000 2019,""b'So much to see, so little time. What a great city. @ London, United Kingdom https://t.co/YM3NDErZWV'"",51.50711486,-0.12731805";
"DeeleeDube,Sat Aug 10 03:27:12 +0000 2019,""b""""Photo by Eddie Aidoo @ Ronnie Scott's Jazz Club https://t.co/2aHh0qutfI"""""",51.5133855,-0.1315816";
"WWV_HUB,Sat Aug 10 03:18:45 +0000 2019,""b'NO REBEL, NO CHANGE. WHY \nEVERY ORGANISATION NEEDS A REBEL. \n.\n.\nThe rebel leader is the one brave enough to go aga? https://t.co/la6Nhp3Mfq'"",51.50711486,-0.12731805";
jessicadelio,Sat Aug 10 03:11:57 +0000 2019,b'broadway baby @ 42nd Street https://t.co/DyH4VcF7W9',51.5128156,-0.120399;
"PlanetNish,Sat Aug 10 02:39:04 +0000 2019,""b""""So I just watched #SpidermanInToTheSpiderverse again... what an absolute work of genius! I can't commend sonyanimat? https://t.co/xlVdoJhCRG"""""",51.50711486,-0.12731805";
kellyjmiller5,Sat Aug 10 02:20:14 +0000 2019,b'In case you missed it... I?m moving to London!\nCleveland will always be my first love. But I feel luckier than I co? https://t.co/ORxl8Qa9Fs',51.50711486,-0.12731805;
BdexEntz,Sat Aug 10 02:10:04 +0000 2019,b'?????? this guy id_olukayode is good #falz #falzthebahdguy #id_olukayode \n\n#bdexentertainment #bdexentertainmenttv? https://t.co/XhsDY7eiOk',51.50711486,-0.12731805;
Sharlinie_S,Sat Aug 10 01:57:55 +0000 2019,b'Thank me later ; the Universe.\n\n#poems #poets #poetry #poem #indianwriters #asianwriters #malaysianwriter? https://t.co/2wAGJK07Sz',51.50711486,-0.12731805
yoshiminfitness,Sat Aug 10 01:57:18 +0000 2019,b'???????????????????????????? #??????? https://t.co/FWrflx2FNg',51.51333485,-0.12299248;
Oweinch,Sat Aug 10 01:51:04 +0000 2019,b'Nothing is better than having great friends to work with so you can vent to each other to make the day go faster? https://t.co/iv0eAARMCE',51.5106407,-0.1229433;
BdexEntz,Sat Aug 10 01:49:26 +0000 2019,b'50cent is now acting as @michaelblackson booking agent ???????? #50cent #michaelblackson \n\n#bdexentertainment? https://t.co/GFRUflvEvO',51.50711486,-0.12731805;
"juanifraire,Sat Aug 10 01:42:16 +0000 2019,""b'Ando necesitando esto en London, United Kingdom https://t.co/MZBmU5TBKZ'"",51.50711486,-0.12731805";
"BdexEntz,Sat Aug 10 01:39:54 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/aQbwDrnoT5'"",51.50711486,-0.12731805";
sidestreamworld,Sat Aug 10 01:37:51 +0000 2019,b'??? this #FridaKhalo inspired art piece is absolutely phenomenal! Done by https://t.co/oVMLvX2nxp the intricacy of? https://t.co/Soe7E5q4hW',51.50711486,-0.12731805;
BdexEntz,Sat Aug 10 01:14:26 +0000 2019,b'Watch till the end ??????????? why running ???? \n?: @drbengucomedy \n\n#bdexentertainment #bdexentertainmenttv? https://t.co/ufigahK2v6',51.50711486,-0.12731805;
DaSweetnezz,Sat Aug 10 01:10:21 +0000 2019,b'#Repost #Regram from my bro the amazing and forever blessed and talented ? @trevieno\n?  ?  ?  ?  ?\n#TrevienoMusic A? https://t.co/mJw21RkLf0',51.50711486,-0.12731805;
vonbehrenmusic,Sat Aug 10 01:09:16 +0000 2019,b'A little ?sneak peek? from the organ recital you?ll hear this Sunday 11 August at Westminster Abbey. (Please pardon? https://t.co/UaeOUvfn5P',51.49974047,-0.12828507;
BdexEntz,Sat Aug 10 01:06:12 +0000 2019,b'Port of Miami 2 #portofmiami2 \n@rickyrozay @bustarhymes meekmill @djsussone \n\n#bdexentertainment? https://t.co/GeX2KbUt0s',51.50711486,-0.12731805;
BdexEntz,Sat Aug 10 01:06:12 +0000 2019,b'Port of Miami 2 #portofmiami2 \n@rickyrozay @bustarhymes meekmill @djsussone \n\n#bdexentertainment? https://t.co/GeX2KbUt0s',51.50711486,-0.12731805;
LoveLydiaUK,Sat Aug 10 01:01:27 +0000 2019,b'LET?S DO THIS || Our very own Nigerian wedding is going to be  E P I C  today!! ?? We are so excited! \n.\n.\n.? https://t.co/yzINJMchH6',51.50711486,-0.12731805;
TheGTSessions,Sat Aug 10 01:00:06 +0000 2019,b'Interesting philosophy from Don #gifted #talented #growth #tech #livelifetothefullest #nofear #liveeverymoment @ Lo? https://t.co/xQ2nd4dXAn',51.50711486,-0.12731805;
"erikascottxx,Sat Aug 10 00:57:59 +0000 2019,""b'me-meet me at the London ?????? @ London, United Kingdom https://t.co/l70cmYMaYu'"",51.50711486,-0.12731805";
"NoreenSumpter,Sat Aug 10 00:56:24 +0000 2019,""b'Meet Storm. Or as I say Storm in a Teacup.  Storm is all about Storm. Whether being a cat, a fashion model or singi? https://t.co/uR3uODRLCI'"",51.50711486,-0.12731805";
"marquinhusgonc,Sat Aug 10 00:55:22 +0000 2019,""b'???????? #london #england @ London, United Kingdom https://t.co/P03k1QLaVG'"",51.50711486,-0.12731805";
tyneoconnell,Sat Aug 10 00:40:12 +0000 2019,b'A Glorious triumvirate @daniellismore vidarlogi @tyneoconnell @ The National Liberal Club https://t.co/rvubWLOgCt',51.50613411,-0.12379465;
tyneoconnell,Sat Aug 10 00:37:55 +0000 2019,b'vidarlogi teaches run eoconnell the photographic art of mirror selfie - As we celebrate vanity in a toast to the wo? https://t.co/kiva8Y85Y1',51.50613411,-0.12379465;
BdexEntz,Sat Aug 10 00:34:04 +0000 2019,b'@DaRealAmberRose want to be Number 1 than 3 on the lists #amberrose \n\n#bdexentertainment #bdexentertainmenttv? https://t.co/0FLWQvWKhP',51.50711486,-0.12731805;
tyneoconnell,Sat Aug 10 00:33:55 +0000 2019,b'Back In the arms of my beloved ?husband?  in the embrace of the blazing world of what it means to touch the divine? https://t.co/363nvOtrpV',51.50613411,-0.12379465;
"MrDeeDoubleYou,Sat Aug 10 00:33:26 +0000 2019,""b'????bandit ? @ London, United Kingdom https://t.co/PWrbWJvvks'"",51.50711486,-0.12731805";
tyneoconnell,Sat Aug 10 00:28:20 +0000 2019,b'#Salute the #Ring PART I  @daniellismore &amp; @tyneoconnell ??In the 14th C #KingEdwardII decreed all official documen? https://t.co/LdlVSVeXkU',51.50613411,-0.12379465
tyneoconnell,Sat Aug 10 00:24:58 +0000 2019,b'#Salute the #Ring  @daniellismore &amp; @tyneoconnell ??In the 14th C #KingEdwardII decreed all official documents must? https://t.co/5eizcgzg3G',51.50613411,-0.12379465
MarnieScarlet,Sat Aug 10 00:19:50 +0000 2019,b'It was so wonderful to be part of @phoenixartsclub 30 year anniversary on the South Bank Spiegel Tent amongst such? https://t.co/QbYtpUzaCe',51.50595847,-0.11741223;
"Cumbicao,Sat Aug 10 00:15:16 +0000 2019,""b'Movimentada a qualquer hora, a Picadilly Circus est? para Londres como a Times Square para NY.\nN?o deixe de conhece? https://t.co/5CleNiDsfE'"",51.51055279,-0.131479";
n208hh,Sat Aug 10 00:05:29 +0000 2019,b'The weekend is officially started ?\n?????????\n.\n.\n#ilovemydog #dogsofinstagram  \n\n#???????? #??????????? #olddogs #? https://t.co/p1WY2tcIYy',51.50711486,-0.12731805;
"Edberonc,Sat Aug 10 00:01:07 +0000 2019,""b'A ship bound for India\n#ingmarbergman \nbergmancenter @IB_Foundation @ London, United Kingdom https://t.co/XG4PwKaDI1'"",51.50711486,-0.12731805";
